Time,Duration,Fixture,Combined,Hot,Cold
11/26 11:42:54 AM,12,Sink 4,1.191,0.935,0.256
11/26 11:47:06 AM,42,Sink 2,2.12,1.664,0.456
11/26 11:49:06 AM,36,Kitchen Sink,1.719,1.349,0.370
11/26 11:50:00 AM,6,Kitchen Sink,1.197,0.940,0.257
11/26 12:06:12 PM,54,Sink 2,1.768,1.388,0.380
11/26 12:19:00 PM,6,Kitchen Sink,0.033,0.026,0.007
11/26 12:48:36 PM,6,Kitchen Sink,1.016,0.798,0.218
11/26 2:35:18 PM,30,Sink 3,1.564,1.228,0.336
11/26 2:40:00 PM,6,Sink 3,0.642,0.504,0.138
11/26 3:21:42 PM,48,Kitchen Sink,2.264,1.777,0.487
11/26 3:23:36 PM,108,Kitchen Sink,0.787,0.618,0.169
11/26 3:25:36 PM,78,Sink 3,0.659,0.517,0.142
11/26 3:26:54 PM,36,Sink 3,1.208,0.948,0.260
11/26 3:31:42 PM,78,CW,2.608,2.608,0.000
11/26 3:36:42 PM,96,CW,2.068,2.068,0.000
11/26 4:16:48 PM,12,Kitchen Sink,1.483,1.164,0.319
11/26 4:24:30 PM,6,Kitchen Sink,0.512,0.402,0.110
11/26 4:48:54 PM,54,Sink 3,2.119,1.663,0.456
11/26 4:57:42 PM,30,Kitchen Sink,1.358,1.066,0.292
11/26 5:25:18 PM,36,Kitchen Sink,0.975,0.765,0.210
11/26 5:27:12 PM,12,Kitchen Sink,0.962,0.755,0.207
11/26 8:01:24 PM,18,Kitchen Sink,0.948,0.744,0.204
11/26 8:41:42 PM,18,Kitchen Sink,0.969,0.761,0.208
11/26 8:43:42 PM,78,Sink 3,0.59,0.463,0.127
11/26 8:45:36 PM,12,Sink 2,0.887,0.696,0.191
11/26 8:47:30 PM,54,Kitchen Sink,1.414,1.110,0.304
11/26 8:49:30 PM,6,Sink 3,0.287,0.225,0.062
11/26 9:35:24 PM,30,Kitchen Sink,1.259,0.988,0.271
11/26 9:37:18 PM,6,Kitchen Sink,1.164,0.914,0.250
11/26 9:39:18 PM,12,Kitchen Sink,0.519,0.407,0.112
11/26 10:34:48 PM,36,Kitchen Sink,1.916,1.504,0.412
11/27 1:46:00 AM,6,Kitchen Sink,0.108,0.085,0.023
11/27 6:25:12 AM,6,Kitchen Sink,0.617,0.485,0.132
11/27 6:27:12 AM,54,Kitchen Sink,0.76,0.597,0.163
11/27 6:29:06 AM,12,Kitchen Sink,0.62,0.487,0.133
11/27 6:31:00 AM,6,Kitchen Sink,0.46,0.361,0.099
11/27 7:42:18 AM,228,Kitchen Sink,0.841,0.661,0.180
11/27 7:58:36 AM,72,Sink 4,1.124,0.883,0.241
11/27 8:00:30 AM,12,Kitchen Sink,1.747,1.372,0.375
11/27 8:02:24 AM,6,Kitchen Sink,2.361,1.855,0.506
11/27 8:04:24 AM,6,Kitchen Sink,0.959,0.753,0.206
11/27 8:06:18 AM,6,Kitchen Sink,0.892,0.701,0.191
11/27 8:56:00 AM,240,Shower 2,1.446,1.136,0.310
11/27 9:06:36 AM,12,Kitchen Sink,1.714,1.346,0.368
11/27 9:20:48 AM,90,Kitchen Sink,1.944,1.527,0.417
11/27 9:26:30 AM,240,Shower 1,2.261,1.776,0.485
11/27 9:33:00 AM,36,Kitchen Sink,0.101,0.079,0.022
11/27 9:35:00 AM,6,Kitchen Sink,1.23,0.966,0.264
11/27 9:36:54 AM,6,Kitchen Sink,0.116,0.091,0.025
11/27 9:57:06 AM,204,Shower 2,2.61,2.050,0.560
11/27 10:10:30 AM,162,Kitchen Sink,1.196,0.939,0.257
11/27 10:12:24 AM,12,Sink 2,1.529,1.201,0.328
11/27 10:14:24 AM,102,Kitchen Sink,1.664,1.307,0.357
11/27 10:16:18 AM,6,Kitchen Sink,0.714,0.561,0.153
11/27 11:13:06 AM,66,Sink 4,1.476,1.159,0.317
11/27 11:49:36 AM,18,Sink 4,1.62,1.272,0.348
11/27 1:29:36 PM,30,CW,2.228,2.228,0.000
11/27 2:29:54 PM,6,Sink 4,0.292,0.229,0.063
11/27 2:43:48 PM,48,CW,2.669,2.669,0.000
11/27 4:06:12 PM,114,Kitchen Sink,1.044,0.820,0.224
11/27 5:01:00 PM,24,Kitchen Sink,1.057,0.830,0.227
11/27 5:45:24 PM,42,Kitchen Sink,0.194,0.152,0.042
11/27 5:47:18 PM,12,Kitchen Sink,1.821,1.430,0.391
11/27 5:49:12 PM,6,Sink 3,1.106,0.869,0.237
11/27 5:51:12 PM,72,Kitchen Sink,0.787,0.618,0.169
11/27 5:53:06 PM,42,Sink 4,0.934,0.734,0.200
11/27 5:55:00 PM,30,Kitchen Sink,1.145,0.899,0.246
11/27 5:56:54 PM,84,Kitchen Sink,0.675,0.530,0.145
11/27 5:58:54 PM,36,Sink 3,1.372,1.078,0.294
11/27 6:00:48 PM,18,Kitchen Sink,0.364,0.286,0.078
11/27 6:02:42 PM,30,Kitchen Sink,1.112,0.873,0.239
11/27 6:04:42 PM,12,Sink 2,0.836,0.657,0.179
11/27 6:16:18 PM,48,Sink 4,1.738,1.365,0.373
11/27 6:40:30 PM,6,Kitchen Sink,0.794,0.624,0.170
11/27 6:42:24 PM,6,Kitchen Sink,0.038,0.030,0.008
11/27 6:44:18 PM,12,Kitchen Sink,1.211,0.951,0.260
11/27 6:46:18 PM,12,Kitchen Sink,1.078,0.847,0.231
11/27 6:48:12 PM,30,Kitchen Sink,1.678,1.318,0.360
11/27 6:50:06 PM,6,Sink 4,0.167,0.131,0.036
11/27 6:52:06 PM,138,Kitchen Sink,0.874,0.687,0.187
11/27 6:54:00 PM,6,Kitchen Sink,0.903,0.709,0.194
11/27 6:55:54 PM,12,Kitchen Sink,0.934,0.734,0.200
11/27 6:59:06 PM,6,Kitchen Sink,0.974,0.765,0.209
11/27 6:59:30 PM,72,Sink 3,1.541,1.210,0.331
11/27 7:01:00 PM,66,Sink 4,1.309,1.028,0.281
11/27 7:03:00 PM,30,Kitchen Sink,0.266,0.209,0.057
11/27 7:04:54 PM,24,Kitchen Sink,1.893,1.487,0.406
11/27 7:46:54 PM,12,Kitchen Sink,0.777,0.610,0.167
11/27 8:43:24 PM,12,Sink 3,2.364,1.857,0.507
11/27 8:45:18 PM,54,Kitchen Sink,2.015,1.583,0.432
11/27 8:47:12 PM,42,Kitchen Sink,1.956,1.536,0.420
11/27 10:04:00 PM,30,Kitchen Sink,0.636,0.500,0.136
11/27 10:05:54 PM,18,Kitchen Sink,0.955,0.750,0.205
11/27 10:07:54 PM,18,Sink 4,1.819,1.429,0.390
11/27 10:09:48 PM,6,Kitchen Sink,0.831,0.653,0.178
11/27 10:11:42 PM,12,Sink 2,0.992,0.779,0.213
11/27 10:11:54 PM,42,Kitchen Sink,0.848,0.666,0.182
11/27 11:27:30 PM,54,Kitchen Sink,2.044,1.606,0.438
11/27 11:29:24 PM,84,Kitchen Sink,1.211,0.951,0.260
11/28 12:39:12 AM,516,Shower 2,2.145,1.686,0.459
11/28 12:57:30 AM,792,Shower 1,1.881,1.478,0.403
11/28 1:28:06 AM,264,Shower 2,2.379,1.870,0.509
11/28 7:38:42 AM,36,Kitchen Sink,0.696,0.547,0.149
11/28 8:11:30 AM,30,Sink 3,1.088,0.855,0.233
11/28 8:30:06 AM,738,Shower 2,2.873,2.258,0.615
11/28 9:00:42 AM,450,Shower 2,1.808,1.421,0.387
11/28 9:14:48 AM,66,Sink 3,0.795,0.625,0.170
11/28 9:16:42 AM,18,Kitchen Sink,0.775,0.609,0.166
11/28 9:42:36 AM,36,Sink 2,0.946,0.744,0.202
11/28 10:15:54 AM,60,CW,1.574,1.574,0.000
11/28 10:32:48 AM,6,Kitchen Sink,0.309,0.243,0.066
11/28 10:41:48 AM,30,Kitchen Sink,0.051,0.040,0.011
11/28 10:43:42 AM,18,Kitchen Sink,2.281,1.793,0.488
11/28 10:59:30 AM,12,Kitchen Sink,1,0.786,0.214
11/28 11:01:24 AM,6,Kitchen Sink,0.199,0.156,0.043
11/28 11:03:24 AM,24,Kitchen Sink,1.422,1.118,0.304
11/28 11:05:18 AM,12,Kitchen Sink,0.455,0.358,0.097
11/28 11:07:12 AM,60,Kitchen Sink,1.055,0.829,0.226
11/28 11:09:12 AM,48,Sink 3,1.708,1.342,0.366
11/28 11:11:06 AM,228,Kitchen Sink,1.405,1.104,0.301
11/28 11:13:00 AM,18,Kitchen Sink,0.375,0.295,0.080
11/28 11:15:00 AM,24,Kitchen Sink,1.236,0.971,0.265
11/28 11:16:54 AM,42,Sink 4,1.299,1.021,0.278
11/28 11:18:48 AM,54,Kitchen Sink,0.518,0.407,0.111
11/28 11:20:48 AM,6,Sink 2,0.023,0.018,0.005
11/28 12:30:18 PM,6,Kitchen Sink,0.525,0.413,0.112
11/28 12:30:30 PM,54,Sink 2,1.308,1.028,0.280
11/28 12:32:18 PM,66,Kitchen Sink,1.902,1.495,0.407
11/28 12:34:12 PM,24,Sink 2,0.695,0.546,0.149
11/28 1:09:48 PM,6,Kitchen Sink,0.181,0.142,0.039
11/28 2:26:54 PM,6,Sink 4,0.492,0.387,0.105
11/28 2:36:30 PM,36,Kitchen Sink,0.51,0.401,0.109
11/28 4:29:24 PM,6,Kitchen Sink,0.537,0.422,0.115
11/28 4:31:18 PM,6,Kitchen Sink,1.412,1.110,0.302
11/28 4:39:24 PM,24,Sink 4,1.246,0.979,0.267
11/28 4:41:18 PM,6,Kitchen Sink,1,0.786,0.214
11/28 4:43:12 PM,6,Sink 4,0.302,0.237,0.065
11/28 4:50:00 PM,72,CW,1.531,1.531,0.000
11/28 5:18:12 PM,114,Sink 4,2.149,1.689,0.460
11/28 6:42:06 PM,18,Sink 4,2.336,1.836,0.500
11/28 6:44:00 PM,174,Sink 2,1.876,1.475,0.401
11/28 7:28:12 PM,144,Kitchen Sink,1.036,0.814,0.222
11/28 7:29:06 PM,18,Kitchen Sink,0.749,0.589,0.160
11/28 7:30:12 PM,36,Sink 2,0.579,0.455,0.124
11/28 7:31:00 PM,18,Kitchen Sink,0.695,0.546,0.149
11/28 7:32:06 PM,6,Kitchen Sink,0.421,0.331,0.090
11/28 8:15:30 PM,6,Kitchen Sink,0.001,0.001,0.000
11/28 9:07:42 PM,18,Sink 3,2.229,1.752,0.477
11/28 9:12:12 PM,24,Sink 3,0.827,0.650,0.177
11/28 10:07:30 PM,12,Sink 3,0.666,0.523,0.143
11/28 10:24:24 PM,96,Kitchen Sink,1.462,1.149,0.313
11/29 12:21:36 AM,78,Sink 4,1.022,0.804,0.218
11/29 12:23:36 AM,6,Kitchen Sink,0.632,0.497,0.135
11/29 12:25:30 AM,6,Kitchen Sink,0.367,0.289,0.078
11/29 4:29:24 AM,114,Kitchen Sink,0.051,0.040,0.011
11/29 4:31:24 AM,6,Kitchen Sink,0.995,0.783,0.212
11/29 4:33:18 AM,6,Kitchen Sink,0.239,0.188,0.051
11/29 4:35:12 AM,78,Kitchen Sink,2.068,1.626,0.442
11/29 4:37:12 AM,36,Sink 2,0.755,0.594,0.161
11/29 6:38:36 AM,6,Kitchen Sink,0.09,0.071,0.019
11/29 6:49:24 AM,66,Kitchen Sink,2.165,1.703,0.462
11/29 7:59:06 AM,54,Kitchen Sink,0.918,0.722,0.196
11/29 8:01:00 AM,156,Kitchen Sink,1.294,1.018,0.276
11/29 8:04:54 AM,6,Kitchen Sink,1.187,0.934,0.253
11/29 8:44:18 AM,36,Kitchen Sink,2.29,1.801,0.489
11/29 8:54:54 AM,48,Kitchen Sink,1.106,0.870,0.236
11/29 8:58:06 AM,18,Sink 3,0.779,0.613,0.166
11/29 9:48:24 AM,30,Kitchen Sink,2.037,1.602,0.435
11/29 9:50:18 AM,6,Sink 3,1.345,1.058,0.287
11/29 9:52:18 AM,60,Kitchen Sink,1.582,1.244,0.338
11/29 9:54:12 AM,6,Kitchen Sink,1.509,1.187,0.322
11/29 9:55:00 AM,84,Sink 4,0.679,0.534,0.145
11/29 9:56:06 AM,12,Sink 3,1.594,1.254,0.340
11/29 9:58:06 AM,72,Kitchen Sink,0.051,0.040,0.011
11/29 9:59:42 AM,6,Sink 2,0.58,0.456,0.124
11/29 10:00:00 AM,6,Kitchen Sink,0.488,0.384,0.104
11/29 10:01:42 AM,240,Sink 4,2.228,1.752,0.476
11/29 10:01:54 AM,6,Kitchen Sink,0.042,0.033,0.009
11/29 10:03:36 AM,12,Kitchen Sink,1.165,0.916,0.249
11/29 10:03:54 AM,18,Kitchen Sink,0.046,0.036,0.010
11/29 10:05:30 AM,78,Kitchen Sink,0.418,0.329,0.089
11/29 10:05:48 AM,18,Kitchen Sink,1.595,1.254,0.341
11/29 10:07:42 AM,36,Kitchen Sink,1.63,1.282,0.348
11/29 10:08:36 AM,78,DW1,1.118,1.118,0.000
11/29 10:09:42 AM,6,Kitchen Sink,0.829,0.652,0.177
11/29 10:18:24 AM,78,DW1,1.616,1.616,0.000
11/29 10:20:54 AM,306,Bath 1,4.718,3.711,1.007
11/29 10:28:12 AM,90,DW1,1.452,1.452,0.000
11/29 10:38:00 AM,84,DW1,0.966,0.966,0.000
11/29 10:39:12 AM,42,Kitchen Sink,1.731,1.361,0.370
11/29 10:41:06 AM,78,Sink 2,2.181,1.715,0.466
11/29 10:43:06 AM,12,Kitchen Sink,0.746,0.587,0.159
11/29 10:45:06 AM,6,Sink 4,0.071,0.056,0.015
11/29 10:47:42 AM,84,DW1,1.302,1.302,0.000
11/29 10:57:30 AM,132,DW1,0.743,0.743,0.000
11/29 1:26:30 PM,66,Sink 2,0.892,0.702,0.190
11/29 1:32:12 PM,12,Kitchen Sink,0.85,0.669,0.181
11/29 2:10:24 PM,18,Kitchen Sink,1.287,1.012,0.275
11/29 2:56:48 PM,24,CW,1.94,1.940,0.000
11/29 3:40:12 PM,78,Kitchen Sink,0.297,0.234,0.063
11/29 3:42:06 PM,186,Sink 4,0.294,0.231,0.063
11/29 3:44:00 PM,6,Kitchen Sink,0.19,0.149,0.041
11/29 4:04:30 PM,108,CW,2.755,2.755,0.000
11/29 4:11:06 PM,78,CW,1.474,1.474,0.000
11/29 5:00:24 PM,18,Sink 4,1.088,0.856,0.232
11/29 5:02:24 PM,18,Kitchen Sink,2.358,1.855,0.503
11/29 5:04:18 PM,18,Sink 2,1.561,1.228,0.333
11/29 5:25:12 PM,60,Kitchen Sink,1.264,0.994,0.270
11/29 5:27:06 PM,12,Kitchen Sink,1.117,0.879,0.238
11/29 5:34:48 PM,6,Sink 2,0.501,0.394,0.107
11/29 5:47:24 PM,492,Bath 1,4.944,3.888,1.056
11/29 5:53:00 PM,6,Kitchen Sink,2.026,1.593,0.433
11/29 5:58:54 PM,36,Sink 2,1.681,1.322,0.359
11/29 6:38:54 PM,12,Kitchen Sink,0.095,0.075,0.020
11/29 6:41:48 PM,6,Kitchen Sink,0.145,0.114,0.031
11/29 6:42:36 PM,6,Kitchen Sink,1.736,1.365,0.371
11/29 6:43:48 PM,6,Kitchen Sink,0.753,0.592,0.161
11/29 6:45:42 PM,6,Kitchen Sink,0.673,0.529,0.144
11/29 7:46:48 PM,60,Kitchen Sink,0.781,0.614,0.167
11/29 7:56:54 PM,30,Kitchen Sink,1.783,1.402,0.381
11/29 7:58:48 PM,6,Sink 3,0.755,0.594,0.161
11/29 8:17:00 PM,12,Sink 4,0.967,0.761,0.206
11/29 8:38:24 PM,90,DW1,1.388,1.388,0.000
11/29 8:48:12 PM,120,DW1,1.286,1.286,0.000
11/29 8:58:00 PM,90,DW1,1.359,1.359,0.000
11/29 9:07:42 PM,72,DW1,1.814,1.814,0.000
11/29 9:17:30 PM,90,DW1,1.572,1.572,0.000
11/29 9:27:18 PM,144,DW1,1.465,1.465,0.000
11/29 9:31:06 PM,12,Kitchen Sink,1.451,1.141,0.310
11/29 9:33:00 PM,48,Kitchen Sink,2.309,1.816,0.493
11/29 9:37:06 PM,72,DW1,1.431,1.431,0.000
11/29 11:19:00 PM,6,Kitchen Sink,0.036,0.028,0.008
11/30 1:34:06 AM,30,Sink 4,1.618,1.273,0.345
11/30 1:36:00 AM,150,Kitchen Sink,0.897,0.706,0.191
11/30 1:38:00 AM,30,Kitchen Sink,0.055,0.043,0.012
11/30 1:39:54 AM,24,Sink 4,1.683,1.325,0.358
11/30 5:32:00 AM,648,Shower 1,2.441,1.921,0.520
11/30 6:28:06 AM,96,Sink 2,1.254,0.987,0.267
11/30 6:48:24 AM,378,Bath 1,3.124,2.459,0.665
11/30 8:01:24 AM,6,Kitchen Sink,1.318,1.037,0.281
11/30 8:03:18 AM,54,Kitchen Sink,1.483,1.167,0.316
11/30 8:05:18 AM,126,Kitchen Sink,1.976,1.555,0.421
11/30 8:32:48 AM,42,Kitchen Sink,1.322,1.040,0.282
11/30 8:33:48 AM,6,Kitchen Sink,0.288,0.227,0.061
11/30 8:34:42 AM,6,Kitchen Sink,0.69,0.543,0.147
11/30 10:03:48 AM,18,Sink 4,1.078,0.848,0.230
11/30 10:57:42 AM,6,Kitchen Sink,0.682,0.537,0.145
11/30 10:59:36 AM,48,Kitchen Sink,1.536,1.209,0.327
11/30 11:26:42 AM,36,Kitchen Sink,1.134,0.892,0.242
11/30 12:03:24 PM,84,Kitchen Sink,0.755,0.594,0.161
11/30 12:28:30 PM,24,Kitchen Sink,0.099,0.078,0.021
11/30 12:46:36 PM,72,Kitchen Sink,0.86,0.677,0.183
11/30 2:38:06 PM,6,Sink 4,0.869,0.684,0.185
11/30 2:40:06 PM,90,Kitchen Sink,0.954,0.751,0.203
11/30 3:25:00 PM,366,Bath 1,4.634,3.647,0.987
11/30 4:05:36 PM,96,Bath 2,2.791,2.196,0.595
11/30 4:19:42 PM,6,Sink 3,1.757,1.383,0.374
11/30 4:21:36 PM,36,Sink 2,0.401,0.316,0.085
11/30 6:14:36 PM,48,CW,3.52,3.520,0.000
11/30 6:19:18 PM,24,Sink 3,0.57,0.449,0.121
11/30 6:42:00 PM,12,Kitchen Sink,2.482,1.953,0.529
11/30 7:47:00 PM,6,Kitchen Sink,1.264,0.995,0.269
11/30 7:50:48 PM,42,Sink 4,1.206,0.949,0.257
11/30 8:09:24 PM,72,CW,2.093,2.093,0.000
11/30 8:27:42 PM,6,Kitchen Sink,0.422,0.332,0.090
11/30 8:29:36 PM,54,Kitchen Sink,1.361,1.071,0.290
11/30 8:31:30 PM,84,Kitchen Sink,1.161,0.914,0.247
11/30 8:32:18 PM,108,Kitchen Sink,1.354,1.066,0.288
11/30 8:33:30 PM,114,Kitchen Sink,1.814,1.428,0.386
11/30 8:34:12 PM,48,Kitchen Sink,0.82,0.645,0.175
11/30 8:35:24 PM,6,Sink 2,1.389,1.093,0.296
11/30 8:40:24 PM,42,Kitchen Sink,1.847,1.454,0.393
11/30 9:23:42 PM,72,CW,1.518,1.518,0.000
11/30 9:46:18 PM,36,Kitchen Sink,1.042,0.820,0.222
11/30 9:48:12 PM,114,Kitchen Sink,0.745,0.586,0.159
11/30 9:50:06 PM,42,Kitchen Sink,0.926,0.729,0.197
11/30 10:17:36 PM,414,Shower 1,2.321,1.827,0.494
11/30 10:48:12 PM,234,Shower 2,3.112,2.449,0.663
12/1 7:16:42 AM,6,CW,3.471,3.471,0.000
12/1 7:31:00 AM,36,Kitchen Sink,0.108,0.085,0.023
12/1 7:57:24 AM,126,Kitchen Sink,1.29,1.016,0.274
12/1 8:01:42 AM,84,CW,2.46,2.460,0.000
12/1 8:06:42 AM,30,CW,3.045,3.045,0.000
12/1 8:11:42 AM,84,CW,1.612,1.612,0.000
12/1 8:21:42 AM,42,Kitchen Sink,1.464,1.153,0.311
12/1 8:22:00 AM,54,Sink 2,0.051,0.040,0.011
12/1 8:26:18 AM,6,Kitchen Sink,0.793,0.624,0.169
12/1 8:28:12 AM,30,Kitchen Sink,0.902,0.710,0.192
12/1 8:30:12 AM,54,Kitchen Sink,1.358,1.069,0.289
12/1 8:32:06 AM,42,Kitchen Sink,1.338,1.054,0.284
12/1 8:55:00 AM,24,Sink 2,0.947,0.746,0.201
12/1 9:16:00 AM,6,CW,4.197,4.197,0.000
12/1 9:20:54 AM,42,CW,2.14,2.140,0.000
12/1 9:25:54 AM,12,CW,2.486,2.486,0.000
12/1 9:33:36 AM,48,Sink 4,1.145,0.902,0.243
12/1 9:56:00 AM,120,Kitchen Sink,0.857,0.675,0.182
12/1 11:21:48 AM,24,Kitchen Sink,1.028,0.810,0.218
12/1 11:23:48 AM,18,Sink 4,0.209,0.165,0.044
12/1 11:25:42 AM,12,Sink 3,1.524,1.200,0.324
12/1 11:46:06 AM,6,Kitchen Sink,0.729,0.574,0.155
12/1 12:19:06 PM,180,Sink 2,0.976,0.769,0.207
12/1 12:21:00 PM,60,Kitchen Sink,1.28,1.008,0.272
12/1 12:36:00 PM,84,CW,2.358,2.358,0.000
12/1 1:15:18 PM,984,Shower 1,2.16,1.701,0.459
12/1 1:25:06 PM,6,Kitchen Sink,0.172,0.135,0.037
12/1 2:47:18 PM,18,Sink 3,1.288,1.014,0.274
12/1 2:51:00 PM,6,Kitchen Sink,1.391,1.095,0.296
12/1 3:02:48 PM,24,Sink 2,0.326,0.257,0.069
12/1 3:04:42 PM,120,Kitchen Sink,1.173,0.924,0.249
12/1 3:10:54 PM,516,Shower 1,2.321,1.828,0.493
12/1 3:16:06 PM,84,Kitchen Sink,0.797,0.628,0.169
12/1 3:44:24 PM,6,Kitchen Sink,0.048,0.038,0.010
12/1 6:03:18 PM,102,CW,2.241,2.241,0.000
12/1 6:25:30 PM,60,Sink 2,0.821,0.647,0.174
12/1 7:17:36 PM,72,CW,1.54,1.540,0.000
12/1 7:26:18 PM,30,Kitchen Sink,1.871,1.473,0.398
12/1 7:28:18 PM,12,Sink 2,1.327,1.045,0.282
12/1 9:02:00 PM,12,Kitchen Sink,0.055,0.043,0.012
12/1 9:03:54 PM,6,Kitchen Sink,1.338,1.054,0.284
12/1 9:05:48 PM,12,Kitchen Sink,1.25,0.984,0.266
12/1 9:27:24 PM,6,Kitchen Sink,0.565,0.445,0.120
12/1 9:46:48 PM,96,DW1,1.442,1.442,0.000
12/1 9:49:36 PM,6,Sink 4,0.459,0.361,0.098
12/1 9:53:00 PM,12,Kitchen Sink,1.566,1.233,0.333
12/1 9:55:00 PM,30,Sink 2,1.748,1.377,0.371
12/1 9:56:36 PM,72,DW1,1.491,1.491,0.000
12/1 10:06:24 PM,84,DW1,1.423,1.423,0.000
12/1 10:13:48 PM,6,Kitchen Sink,2.993,2.357,0.636
12/1 10:16:12 PM,90,DW1,1.412,1.412,0.000
12/1 11:43:48 PM,48,Kitchen Sink,0.651,0.513,0.138
12/1 11:51:00 PM,48,Sink 3,1.311,1.032,0.279
12/2 12:54:48 AM,156,Sink 2,1.318,1.039,0.279
12/2 12:56:42 AM,48,Kitchen Sink,1.408,1.109,0.299
12/2 12:58:36 AM,6,Kitchen Sink,1.236,0.974,0.262
12/2 1:36:18 AM,24,Kitchen Sink,0.538,0.424,0.114
12/2 1:38:18 AM,156,Kitchen Sink,1.026,0.808,0.218
12/2 6:18:54 AM,18,Sink 2,0.748,0.589,0.159
12/2 6:26:36 AM,36,Kitchen Sink,1.104,0.870,0.234
12/2 6:28:36 AM,48,Sink 4,1.23,0.969,0.261
12/2 6:36:24 AM,12,Sink 3,0.998,0.786,0.212
12/2 7:57:30 AM,42,Kitchen Sink,0.68,0.536,0.144
12/2 7:59:30 AM,24,Kitchen Sink,0.976,0.769,0.207
12/2 8:01:24 AM,6,Kitchen Sink,2.373,1.870,0.503
12/2 8:09:24 AM,78,Kitchen Sink,0.689,0.543,0.146
12/2 8:24:00 AM,174,Kitchen Sink,1.296,1.021,0.275
12/2 9:43:30 AM,30,Sink 4,0.459,0.362,0.097
12/2 10:13:00 AM,222,Sink 3,0.702,0.553,0.149
12/2 12:22:48 PM,18,Kitchen Sink,0.053,0.042,0.011
12/2 12:35:48 PM,18,Kitchen Sink,1.54,1.213,0.327
12/2 12:48:00 PM,18,Sink 3,1.911,1.506,0.405
12/2 1:42:36 PM,12,Sink 3,0.096,0.076,0.020
12/2 1:43:48 PM,12,Sink 4,0.733,0.578,0.155
12/2 1:44:30 PM,48,Sink 4,0.358,0.282,0.076
12/2 1:46:24 PM,30,Kitchen Sink,0.555,0.437,0.118
12/2 1:48:24 PM,114,Sink 4,1.152,0.908,0.244
12/2 2:19:30 PM,12,Kitchen Sink,0.829,0.653,0.176
12/2 2:21:24 PM,6,Kitchen Sink,0.457,0.360,0.097
12/2 2:33:42 PM,6,Kitchen Sink,2.249,1.772,0.477
12/2 4:55:42 PM,18,Kitchen Sink,1.877,1.479,0.398
12/2 5:17:54 PM,12,Kitchen Sink,1.208,0.952,0.256
12/2 5:19:54 PM,66,Kitchen Sink,0.959,0.756,0.203
12/2 5:21:48 PM,36,Kitchen Sink,1.374,1.083,0.291
12/2 5:51:24 PM,54,Kitchen Sink,1.547,1.219,0.328
12/2 5:53:18 PM,48,Sink 4,0.515,0.406,0.109
12/2 5:55:12 PM,36,Kitchen Sink,1.436,1.132,0.304
12/2 5:57:12 PM,30,Sink 3,1.463,1.153,0.310
12/2 6:06:06 PM,54,Kitchen Sink,1.528,1.204,0.324
12/2 6:09:30 PM,6,Sink 4,0.53,0.418,0.112
12/2 6:30:12 PM,6,Kitchen Sink,0.023,0.018,0.005
12/2 6:55:54 PM,36,Kitchen Sink,0.095,0.075,0.020
12/2 7:09:00 PM,18,Kitchen Sink,0.541,0.426,0.115
12/2 7:11:18 PM,12,Sink 2,0.713,0.562,0.151
12/2 7:35:24 PM,18,Sink 2,0.494,0.389,0.105
12/2 7:57:12 PM,396,Shower 2,1.165,0.918,0.247
12/2 9:57:18 PM,30,Kitchen Sink,1.698,1.338,0.360
12/2 10:17:06 PM,6,Kitchen Sink,0.738,0.582,0.156
12/2 10:35:24 PM,84,Kitchen Sink,0.558,0.440,0.118
12/2 10:46:18 PM,18,Kitchen Sink,2.172,1.711,0.461
12/2 10:48:12 PM,6,Kitchen Sink,0.089,0.070,0.019
12/2 11:14:12 PM,72,Kitchen Sink,1.147,0.904,0.243
12/2 11:37:30 PM,60,CW,0.945,0.945,0.000
12/3 1:16:12 AM,36,Kitchen Sink,1.351,1.065,0.286
12/3 5:37:18 AM,6,Sink 4,0.581,0.458,0.123
12/3 6:51:24 AM,12,Kitchen Sink,0.49,0.386,0.104
12/3 6:53:18 AM,36,Sink 2,1.928,1.520,0.408
12/3 8:48:42 AM,72,Kitchen Sink,0.926,0.730,0.196
12/3 9:01:30 AM,1056,Shower 1,1.677,1.322,0.355
12/3 9:37:36 AM,150,Kitchen Sink,1.725,1.360,0.365
12/3 9:39:30 AM,18,Kitchen Sink,0.297,0.234,0.063
12/3 9:41:24 AM,54,Kitchen Sink,1.192,0.940,0.252
12/3 9:43:24 AM,36,Sink 2,0.743,0.586,0.157
12/3 11:18:42 AM,18,Kitchen Sink,0.809,0.638,0.171
12/3 11:20:42 AM,6,Kitchen Sink,0.589,0.464,0.125
12/3 11:22:36 AM,6,Sink 3,0.218,0.172,0.046
12/3 11:24:30 AM,48,Kitchen Sink,0.688,0.542,0.146
12/3 11:26:30 AM,30,Sink 4,0.998,0.787,0.211
12/3 1:00:36 PM,30,Sink 4,1.484,1.170,0.314
12/3 1:03:06 PM,30,Kitchen Sink,0.906,0.714,0.192
12/3 2:23:42 PM,48,Sink 2,1.884,1.485,0.399
12/3 2:25:42 PM,24,Kitchen Sink,1.235,0.974,0.261
12/3 2:27:36 PM,6,Kitchen Sink,1.46,1.151,0.309
12/3 2:29:30 PM,6,Kitchen Sink,0.416,0.328,0.088
12/3 2:31:30 PM,36,Sink 4,2.342,1.847,0.495
12/3 2:38:24 PM,6,Sink 3,0.405,0.319,0.086
12/3 3:26:36 PM,54,Sink 3,1.266,0.998,0.268
